,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
170,170,170,172,Yello Mobile,4000000000.0,11-11-2014,Mobile & telecommunications,Seoul,South Korea,Asia,2012,216000000,Formation 8
171,171,171,173,Turing,4000000000.0,20-12-2021,Internet software & services,Palo Alto,United States,North America,2018,128000000,"Foundation Capital, Frontier Ventures, AltaIR Capital"
172,172,172,174,Lenskart,4000000000.0,20-12-2019,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,776000000,"Chiratae Ventures, PremjiInvest, Softbank"
173,173,173,175,Kraken,4000000000.0,25-06-2019,Fintech,San Francisco,United States,North America,2011,119000000,"Bnk To The Future, Trammell Ventures, SBI Investment"
174,174,174,176,Horizon Robotics,4000000000.0,27-02-2019,Artificial intelligence,Beijing,China,Asia,2015,2000000000,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"
175,175,175,177,MoonPay,4000000000.0,22-11-2021,Fintech,Miami,United States,North America,2019,555000000,"New Enterprise Associates, Coatue Management, Tiger Global Management"
176,176,176,178,Celsius Network,4000000000.0,12-10-2021,Fintech,Hoboken,United States,North America,2017,864000000,"WestCap Group, Caisse de depot et placement du Quebec"
177,177,177,179,ChargeBee Technologies,4000000000.0,20-04-2021,Fintech,Walnut,United States,North America,2011,468000000,"Insight Partners, Tiger Global Management, Accel"
178,178,178,180,Coalition,4000000000.0,17-03-2021,Cybersecurity,San Francisco,United States,North America,2017,505000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures"
179,179,179,181,Commure,4000000000.0,16-09-2021,Internet software & services,San Francisco,United States,North America,2017,542000000,"General Catalyst, HCA Healthcare"
180,180,180,182,Flock Safety,4000000000.0,13-07-2021,Hardware,Atlanta,United States,North America,2017,381000000,"Matrix Partners, Initialized Capital, Tiger Global Management"
181,181,181,183,Handshake,4000000000.0,12-05-2021,Internet software & services,San Francisco,United States,North America,2014,434000000,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
182,182,182,184,Highspot,4000000000.0,22-02-2021,Internet software & services,Seattle,United States,North America,2013,643000000,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
183,183,183,185,Indigo Ag,4000000000.0,26-09-2017,Artificial intelligence,Boston,United States,North America,2014,1000000000,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
184,184,184,186,Mirakl,4000000000.0,22-09-2020,E-commerce & direct-to-consumer,Paris,France,Europe,2011,948000000,"Elaia Partners, 83North, Felix Capital"
185,185,185,187,Rec Room,4000000000.0,23-03-2021,Internet software & services,Seattle,United States,North America,2016,294000000,"First Round Capital, Sequoia Capital, Index Ventures"
186,186,186,188,Tekion,4000000000.0,21-10-2020,Internet software & services,San Ramon,United States,North America,2016,435000000,"Airbus Ventures, Index Ventures, Advent International"
187,187,187,189,Otto Bock HealthCare,4000000000.0,24-06-2017,Health,Duderstadt,Germany,Europe,1919,0,EQT Partners
188,188,188,190,Outreach,4000000000.0,16-04-2019,Internet software & services,Seattle,United States,North America,2011,489000000,"Mayfield Fund, M12, Trinity Ventures"
189,189,189,191,WeRide,4000000000.0,23-12-2020,Auto & transportation,Guangzhou,China,Asia,2017,1000000000,"Atop Capital, IDInvest Partners, Qiming Venture Partners"
190,190,190,192,Applied Intuition,4000000000.0,22-10-2020,Data management & analytics,Sunnyvale,United States,North America,2017,352000000,"Andreessen Horowitz, Lux Capital, General Catalyst"
191,191,191,193,Course Hero,4000000000.0,12-02-2020,Edtech,Redwood City,United States,North America,2006,477000000,"NewView Capital, Maveron, Ridge Ventures"
192,192,192,194,Relativity,4000000000.0,18-03-2021,Internet software & services,Chicago,United States,North America,2001,125000000,"Silver Lake, ICONIQ Capital"
193,193,193,195,Whoop,4000000000.0,28-10-2020,E-commerce & direct-to-consumer,Boston,United States,North America,2012,404000000,"NextView Ventures, Promus Ventures, Two Sigma Ventures"
194,194,194,196,Arctic Wolf Networks,4000000000.0,22-10-2020,Cybersecurity,Eden Prairie,United States,North America,2012,498000000,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors"
195,195,195,197,GOAT,4000000000.0,23-09-2020,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,493000000,"Upfront Ventures, Webb Investment Network, D1 Capital Partners"
196,196,196,198,Noom,4000000000.0,24-05-2021,Health,New York,United States,North America,2006,657000000,"Qualcomm Ventures, Samsung Ventures, Silver Lake"
197,197,197,199,Papaya Global,4000000000.0,04-03-2021,Internet software & services,New York,United States,North America,2016,440000000,"Bessemer Venture Partners, Insight Partners, New Era Ventures"
198,198,198,200,Redwood Materials,4000000000.0,28-07-2021,Other,Carson City,United States,North America,2017,792000000,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners"
199,199,199,201,ShareChat,4000000000.0,08-04-2021,Internet software & services,Bengaluru,India,Asia,2015,1000000000,"India Quotient, Elevation Capital, Lightspeed Venture Partners"
200,200,200,202,Sorare,4000000000.0,21-09-2021,E-commerce & direct-to-consumer,Paris,France,Europe,2019,739000000,"Benchmark, Accel, SoftBank Group"
201,201,201,203,VAST Data,4000000000.0,16-04-2020,Data management & analytics,New York,United States,North America,2016,263000000,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital"
202,202,202,204,Articulate,4000000000.0,01-07-2021,Edtech,New York,United States,North America,2015,2000000000,"Blackstone, ICONIQ Growth, General Atlantic"
203,203,203,205,Dutchie,4000000000.0,16-03-2021,E-commerce & direct-to-consumer,Bend,United States,North America,2017,603000000,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
204,204,204,206,FalconX,4000000000.0,10-08-2021,Fintech,San Mateo,United States,North America,2018,324000000,"Tiger Global Management, American Express Ventures, B Capital Group"
205,205,205,207,Guild Education,4000000000.0,13-11-2019,Internet software & services,Denver,United States,North America,2015,379000000,"General Atlantic, Blackstone, ICONIQ Growth"
206,206,206,208,Chainalysis,4000000000.0,23-11-2020,Fintech,New York,United States,North America,2014,367000000,"Addition, Benhcmark, Accel"
207,207,207,209,dbt Labs,4000000000.0,30-06-2021,Data management & analytics,Philadelphia,United States,North America,2016,414000000,"Andreessen Horowitz, Amplify Partners, Sequoia Capital"
208,208,208,210,Globalization Partners,4000000000.0,24-01-2022,Internet software & services,Boston,United States,North America,2012,350000000,"Vista Equity Partners, Wincove, TDR Capital"
209,209,209,211,Intarcia Therapeutics,4000000000.0,01-04-2014,Health,Boston,United States,North America,1995,1000000000,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"
210,210,210,212,Relativity Space,4000000000.0,23-11-2020,Other,Inglewood,United States,North America,2016,1000000000,"Playground Global, Bond, Tribe Capital"
211,211,211,213,StockX,4000000000.0,26-06-2019,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,495000000,"Google Ventures, Battery Ventures, DST Global"
212,212,212,214,ThoughtSpot,4000000000.0,08-05-2018,Internet software & services,Sunnyvale,United States,North America,2012,664000000,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
213,213,213,215,SSENSE,4000000000.0,08-06-2021,E-commerce & direct-to-consumer,Montreal,Canada,North America,2003,4000000000,Sequoia Capital
214,214,214,216,BitPanda,4000000000.0,16-03-2021,Fintech,Vienna,Austria,Europe,2014,546000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
215,215,215,217,Dataminr,4000000000.0,04-06-2018,Artificial intelligence,New York,United States,North America,2009,1000000000,"Venrock, Institutional Venture Partners, Goldman Sachs"
216,216,216,218,Weee!,4000000000.0,16-03-2021,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,864000000,"Goodwater Capital, iFly, XVC Venture Capital"
217,217,217,219,Medlinker,4000000000.0,31-07-2018,Health,Chengdu,China,Asia,2014,761000000,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
218,218,218,220,Hozon Auto,4000000000.0,22-02-2022,Auto & transportation,Shanghai,China,Asia,2014,2000000000,"HD Capital, Qihoo 360 Technology, China Fortune Land Development"
219,219,219,221,Aurora Solar,4000000000.0,24-05-2021,Internet software & services,San Francisco,United States,North America,2013,523000000,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
220,220,220,222,Branch,4000000000.0,10-09-2018,Mobile & telecommunications,Redwood City,United States,North America,2014,667000000,"New Enterprise Associates, Pear, Cowboy Ventures"
221,221,221,223,BrowserStack,4000000000.0,16-06-2021,Internet software & services,Dublin,Ireland,Europe,2011,250000000,"Accel, Insight Partners, Bond Capital"
222,222,222,224,Cerebras Systems,4000000000.0,14-11-2018,Hardware,Los Altos,United States,North America,2016,720000000,"Benchmark, Foundation Capital, Sequoia Capital"
223,223,223,225,ClickUp,4000000000.0,15-12-2020,Internet software & services,San Diego,United States,North America,2017,535000000,"Georgian Partners, Craft Ventures"
224,224,224,226,Clubhouse,4000000000.0,24-01-2021,Mobile & telecommunications,San Francisco,United States,North America,2020,110000000,"Andreessen Horowitz, TQ Ventures"
225,225,225,227,Farmers Business Network,4000000000.0,03-08-2020,Other,San Carlos,United States,North America,2014,870000000,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures"
226,226,226,228,Houzz,4000000000.0,30-09-2014,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,614000000,"New Enterprise Associates, Sequoia Capital, Comcast Ventures"
227,227,227,229,MEGVII,4000000000.0,31-10-2017,Artificial intelligence,Beijing,China,Asia,2011,1000000000,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"
228,228,228,230,Melio,4000000000.0,25-01-2021,Fintech,New York,United States,North America,2018,504000000,"Accel, Aleph, American Express Ventures"
229,229,229,231,Next Insurance,4000000000.0,07-10-2019,Fintech,Palo Alto,United States,North America,2016,881000000,"Zeev Ventures, Ribbit Capital, TLV Partners"
230,230,230,232,Olive,4000000000.0,01-12-2020,Internet software & services,Columbus,United States,North America,2012,856000000,"Drive Capital, General Catalyst, Ascension Ventures"
231,231,231,233,Patreon,4000000000.0,02-09-2020,Internet software & services,San Francisco,United States,North America,2013,413000000,"Index Ventures, Thrive Capital, CRV"
232,232,232,234,PointClickCare,4000000000.0,07-01-2021,Internet software & services,Mississauga,Canada,North America,2000,230000000,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity"
233,233,233,235,Rubrik,4000000000.0,28-04-2017,Data management & analytics,Palo Alto,United States,North America,2014,553000000,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures"
234,234,234,236,Vuori,4000000000.0,13-10-2021,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,445000000,"SoftBank Group, Norwest Venture Partners"
235,235,235,237,Webflow,4000000000.0,13-01-2021,Internet software & services,San Francisco,United States,North America,2012,335000000,"Accel, Silversmith Capital Partners, capitalG"
236,236,236,238,Yuga Labs,4000000000.0,22-03-2022,Fintech,Miami,United States,North America,2021,450000000,"Andreessen Horowitz, Thrive Capital, Sound Ventures"
237,237,237,239,Zapier,4000000000.0,14-01-2021,Internet software & services,Sunnyvale,United States,North America,2011,1000000,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures"
238,238,238,240,Dadi Cinema,3000000000.0,11-05-2016,Other,Shenzhen,China,Asia,2006,154000000,Alibaba Pictures Group
239,239,239,241,Kurly,3000000000.0,09-07-2021,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,770000000,"Sequoia Capital China, DST Global, DST Global"
240,240,240,243,OpenAI,3000000000.0,22-07-2019,Artificial intelligence,San Francisco,United States,North America,2015,1000000000,Khosla Ventures
241,241,241,244,Upstox,3000000000.0,29-11-2021,Fintech,Mumbai,India,Asia,2010,54000000,"Tiger Global Management, Kalaari Capital"
242,242,242,245,Vista Global,3000000000.0,23-08-2017,Other,Dubai,United Arab Emirates,Asia,2004,418000000,Rhone Capital
243,243,243,246,Yixia,3000000000.0,24-11-2015,Mobile & telecommunications,Beijing,China,Asia,2011,775000000,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures"
244,244,244,247,Automattic,3000000000.0,27-05-2013,Internet software & services,San Francisco,United States,North America,2005,859000000,"Insight Venture Partners, Lowercase Capital, Polaris Partners"
245,245,245,248,OakNorth Bank,3000000000.0,12-10-2017,Fintech,London,United Kingdom,Europe,2015,1000000000,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management"
246,246,246,249,Worldcoin,3000000000.0,29-06-2021,Fintech,San Francisco,United States,North America,2019,125000000,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz"
247,247,247,250,Hive Box,3000000000.0,23-01-2018,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,1000000000,"Eastern Bell Capital, SF Holding Co, STO Express"
248,248,248,252,MessageBird,3000000000.0,08-10-2020,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,1000000000,"Y Combinator, Atomico, Accel"
249,249,249,253,Cohesity,3000000000.0,11-06-2018,Data management & analytics,San Jose,United States,North America,2013,660000000,"SoftBank Group, Sequoia Capital, Wing Venture Capital"
250,250,250,254,Cybereason,3000000000.0,06-08-2019,Cybersecurity,Boston,United States,North America,2012,714000000,"SoftBank Group, CRV, Spark Capital"
251,251,251,255,A24 Films,3000000000.0,09-03-2022,Other,New York,United States,North America,2012,225000000,"Stripes Group, Neuberger Berman"
252,252,252,256,Acronis,3000000000.0,18-09-2019,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,408000000,"Goldman Sachs, VebVentures, Insight Partners"
253,253,253,257,Aura,3000000000.0,09-06-2021,Cybersecurity,Burlington,United States,North America,2019,500000000,"Warburg Pincus, General Catalyst"
254,254,254,258,BYTON,3000000000.0,20-04-2018,Auto & transportation,Nanjing,China,Asia,2016,1000000000,"FAW Group, Tencent Holdings, Tus Holdings"
255,255,255,259,Cato Networks,3000000000.0,17-11-2020,Cybersecurity,Tel Aviv,Israel,Asia,2015,532000000,"Aspect Ventures, SingTel Innov8, Greylock Partners"
256,256,256,260,Digit Insurance,3000000000.0,15-01-2021,Fintech,Bengaluru,India,Asia,2016,531000000,"Fairfax Financial Holdings, A91 Partners, TVS Capital"
257,257,257,261,Fetch Rewards,3000000000.0,31-03-2021,E-commerce & direct-to-consumer,Madison,United States,North America,2014,582000000,"Greycroft, Loeb.NYC, DST Global"
258,258,258,262,Games24x7,3000000000.0,30-03-2022,Internet software & services,Mumbai,India,Asia,2006,75000000,"Tiger Global Management, The Raine Group, Malabar Investments"
259,259,259,263,GoStudent,3000000000.0,22-06-2021,Edtech,Vienna,Austria,Europe,2017,685000000,"DN Capital, Left Lane Capital, Coatue Management"
260,260,260,264,Immutable,3000000000.0,07-03-2022,Fintech,Sydney,Australia,Oceania,2018,280000000,"Fabric Ventures, AirTree Ventures, Temasek"
261,261,261,265,Infra.Market,3000000000.0,25-02-2021,E-commerce & direct-to-consumer,Thane,India,Asia,2016,274000000,"Accel, Tiger Global Management, Nexus Venture Partners"
262,262,262,266,Side,3000000000.0,22-03-2021,Internet software & services,San Francisco,United States,North America,2017,314000000,"Coatue Managemeny, Trinity Ventures, Matrix Partners"
263,263,263,267,SiFive,3000000000.0,16-03-2022,Hardware,San Mateo,United States,North America,2015,366000000,"Sutter Hill Ventures, Osage University Partners, Spark Capital"
264,264,264,268,Somatus,3000000000.0,23-02-2022,Health,McLean,United States,North America,2016,465000000,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital"
265,265,265,269,Sysdig,3000000000.0,28-04-2021,Cybersecurity,San Francisco,United States,North America,2013,730000000,"Accel, Bain Capital Ventures, Insight Partners"
